osm_id,name,building,building:levels,height,addr:housenumber,addr:street,addr:postcode,amenity,shop,tourism,historic,start_date,wikidata
"way/478896633","","yes","","","","","","","","","","",""
"way/478896634","","yes","","","","","","","","","","",""
"way/478896635","","yes","","","","","","","","","","",""
"way/478896636","","yes","","","","","","","","","","",""
"way/478967131","","yes","","","844","Don Cubero Avenue","87505","","","","","",""
"way/478967132","","yes","","","","","","","","","","",""
"way/478967133","","yes","","","848","Don Cubero Avenue","87505","","","","","",""
"way/478995708","","house","","","","","","","","","","",""
"way/478997071","","yes","","","","","","","","","","",""
"way/478997205","","yes","","","","","","","","","","",""
"way/479453220","","house","","","","","","","","","","",""
"way/479453221","","house","","","","","","","","","","",""
"way/479453222","","yes","","","","","","","","","","",""
"way/479453226","","house","","","","","","","","","","",""
"way/479453227","","yes","","","","","","","","","","",""
"way/479453228","","yes","","","","","","","","","","",""
"way/479453229","","yes","","","","","","","","","","",""
"way/481294017","","yes","","","","","","","","","","",""
"way/482932608","","yes","","","","","","","","","","",""
"way/482932609","","yes","","","","","","","","","","",""
"way/482932610","","yes","","","","","","","","","","",""
"way/482932611","","yes","","","","","","","","","","",""
"way/482932612","","yes","","","","","","","","","","",""
"way/482932613","","yes","","","","","","","","","","",""
"way/482932614","","yes","","","737","Don Cubero Alley","87505","","","","","",""
"way/482932615","","yes","","","737","Don Cubero Alley","87505","","","","","",""
"way/482932616","","yes","","","737","Don Cubero Alley","87505","","","","","",""
"way/482932617","","yes","","","737","Don Cubero Alley","87505","","","","","",""
"way/482932618","","yes","","","","","","","","","","",""
"way/482932619","","yes","","","735","Don Cubero Alley","87505","","","","","",""
"way/482932620","","yes","","","","","","","","","","",""
"way/482932621","","yes","","","","","","","","","","",""
"way/482932622","","yes","","","","","","","","","","",""
"way/482932623","","yes","","","","","","","","","","",""
"way/482932624","","yes","","","","","","","","","","",""
"way/482932625","","yes","","","","","","","","","","",""
"way/482932626","","yes","","","721","Don Diego Avenue","87505","","","","","",""
"way/482932627","","yes","","","","","","","","","","",""
"way/482932628","","yes","","","723","Don Diego Avenue","87505","","","","","",""
"way/482932629","","yes","","","","","","","","","","",""
"way/482932630","","yes","","","729","Don Diego Avenue","87505","","","","","",""
"way/482932634","","yes","","","737","Don Diego Avenue","87505","","","","","",""
"way/482932635","","yes","","","417","West Buena Vista Street","87505","","","","","",""
"way/482932907","","yes","","","","","","","","","","",""
"way/482932909","","yes","","","","","","","","","","",""
"way/482932912","","yes","","","","","","","","","","",""
"way/482932914","","yes","","","","","","","","","","",""
"way/482932916","","yes","","","","","","","","","","",""
"way/482932918","","yes","","","","","","","","","","",""
"way/482932920","","yes","","","","","","","","","","",""
"way/482932922","","yes","","","","","","","","","","",""
"way/482932924","","yes","","","","","","","","","","",""
"way/482932927","","yes","","","","","","","","","","",""
"way/482932929","","yes","","","","","","","","","","",""
"way/482932931","","yes","","","","","","","","","","",""
"way/483445083","","yes","","","840","Don Cubero Avenue","87505","","","","","",""
"way/483445085","","yes","","","836","Don Cubero Avenue","87505","","","","","",""
"way/483445088","","yes","","","830","Don Cubero Avenue","87505","","","","","",""
"way/483445091","","yes","","","","","","","","","","",""
"way/483445093","","yes","","","822","Don Cubero Avenue","87505","","","","","",""
"way/483445095","","yes","","","","","","","","","","",""
"way/483445096","","yes","","","820","Don Cubero Avenue","87505","","","","","",""
"way/483445098","","yes","","","816","Don Cubero Avenue","87505","","","","","",""
"way/483445100","","yes","","","806","Don Cubero Avenue","87505","","","","","",""
"way/483445102","","yes","","","802","Don Cubero Avenue","87505","","","","","",""
"way/483445104","","yes","","","802","Don Cubero Avenue","87505","","","","","",""
"way/483748183","","yes","","","","","","","","","","",""
"way/483748187","","yes","","","","","","","","","","",""
"way/483748190","","yes","","","","","","","","","","",""
"way/483748193","","yes","","","","","","","","","","",""
"way/483748196","","yes","","","","","","","","","","",""
"way/483748198","","yes","","","","","","","","","","",""
"way/483748202","","yes","","","","","","","","","","",""
"way/483748204","","yes","","","","","","","","","","",""
"way/483748207","","yes","","","","","","","","","","",""
"way/483748208","","yes","","","","","","","","","","",""
"way/483748210","","yes","","","","","","","","","","",""
"way/483748213","","yes","","","","","","","","","","",""
"way/483748216","","yes","","","","","","","","","","",""
"way/483748219","","yes","","","","","","","","","","",""
"way/483748221","","yes","","","","","","","","","","",""
"way/483748223","","yes","","","","","","","","","","",""
"way/483748226","","yes","","","","","","","","","","",""
"way/483748228","","yes","","","","","","","","","","",""
"way/483748230","","yes","","","","","","","","","","",""
"way/483748232","","yes","","","","","","","","","","",""
"way/483748235","","yes","","","","","","","","","","",""
"way/483748237","","yes","","","","","","","","","","",""
"way/483748239","","yes","","","","","","","","","","",""
"way/483748241","","yes","","","","","","","","","","",""
"way/483748243","","yes","","","","","","","","","","",""
"way/483748245","","yes","","","","","","","","","","",""
"way/483748247","","yes","","","","","","","","","","",""
"way/483748250","","yes","","","","","","","","","","",""
"way/483748252","","yes","","","","","","","","","","",""
"way/483748254","","yes","","","","","","","","","","",""
"way/483748256","","yes","","","","","","","","","","",""
"way/483748259","","yes","","","","","","","","","","",""
"way/483748261","","yes","","","","","","","","","","",""
"way/483748265","","yes","","","","","","","","","","",""
"way/483748267","","yes","","","","","","","","","","",""
"way/483748269","","yes","","","","","","","","","","",""
"way/483748271","","yes","","","","","","","","","","",""
"way/483748273","","yes","","","","","","","","","","",""
"way/483748275","","yes","","","","","","","","","","",""
"way/483748277","","yes","","","","","","","","","","",""
"way/483748280","","yes","","","","","","","","","","",""
"way/483748282","","yes","","","","","","","","","","",""
"way/483748284","","yes","","","","","","","","","","",""
"way/483748286","","yes","","","","","","","","","","",""
"way/483748289","","yes","","","","","","","","","","",""
"way/483748291","","yes","","","","","","","","","","",""
"way/483748293","","yes","","","","","","","","","","",""
"way/483748295","","yes","","","","","","","","","","",""
"way/483748297","","yes","","","","","","","","","","",""
"way/483748300","","yes","","","","","","","","","","",""
"way/483748302","","yes","","","","","","","","","","",""
"way/483748304","","yes","","","","","","","","","","",""
"way/483748306","","yes","","","","","","","","","","",""
"way/483748308","","yes","","","","","","","","","","",""
"way/483748311","","yes","","","","","","","","","","",""
"way/483748313","","yes","","","","","","","","","","",""
"way/483748314","","yes","","","","","","","","","","",""
"way/483748317","","yes","","","","","","","","","","",""
"way/483748319","","yes","","","","","","","","","","",""
"way/483748321","","yes","","","","","","","","","","",""
"way/483748323","","yes","","","","","","","","","","",""
"way/483748325","","yes","","","","","","","","","","",""
"way/483748327","","yes","","","","","","","","","","",""
"way/483748329","","yes","","","","","","","","","","",""
"way/483748331","","yes","","","","","","","","","","",""
"way/483748333","","yes","","","","","","","","","","",""
"way/483748335","","yes","","","","","","","","","","",""
"way/483748337","","yes","","","","","","","","","","",""
"way/483748340","","yes","","","","","","","","","","",""
"way/483748343","","yes","","","","","","","","","","",""
"way/483748345","","yes","","","","","","","","","","",""
"way/483748347","","yes","","","","","","","","","","",""
"way/483748350","","yes","","","","","","","","","","",""
"way/483748354","","yes","","","","","","","","","","",""
"way/483748357","","yes","","","","","","","","","","",""
"way/483748361","","yes","","","","","","","","","","",""
"way/483748364","","yes","","","","","","","","","","",""
"way/483748368","","yes","","","","","","","","","","",""
"way/483748371","","yes","","","","","","","","","","",""
"way/483748374","","yes","","","","","","","","","","",""
"way/483748379","","yes","","","","","","","","","","",""
"way/483748382","","yes","","","","","","","","","","",""
"way/483748385","","yes","","","","","","","","","","",""
"way/483748388","","yes","","","","","","","","","","",""
"way/483748391","","yes","","","","","","","","","","",""
"way/483748394","","yes","","","","","","","","","","",""
"way/483748397","","yes","","","","","","","","","","",""
"way/483748402","","yes","","","","","","","","","","",""
"way/483748405","","yes","","","","","","","","","","",""
"way/483748410","","yes","","","","","","","","","","",""
"way/483748413","","yes","","","","","","","","","","",""
"way/483748416","","yes","","","","","","","","","","",""
"way/483748419","","yes","","","","","","","","","","",""
"way/483748424","","yes","","","","","","","","","","",""
"way/483748426","","yes","","","","","","","","","","",""
"way/483748430","","yes","","","","","","","","","","",""
"way/483748434","","yes","","","","","","","","","","",""
